Time (secs),[3d Latitude],[3d Longitude],[3d Altitude M],[3d Altitude Ft],[3d Heading],GROSS WEIGHT (KG),WIND SPEED,CAPT PITCH ATT,RIGHT ENG N2 TACHO,RIGHT ENG N1 TACHO,N1 #2 COMMAND INDICATED,N1 #1 COMMAND INDICATED,TE FLAP POSN - RIGHT,TE FLAP POSN - LEFT,FLAP 4 EXTEND,FLAP 3 EXTEND,FLAP 2 EXTEND,FLAP 1 EXTEND,FLAP HANDLE POSN,Flap Handle Selection,WIND DIRECTION TRUE,SELECTED FUEL FLOW #2 (KG),SELECTED FUEL FLOW #1 (KG),RIGHT MAIN FUEL QTY (KG),LEFT MAIN FUEL QTY (KG),CENTER MAIN FUEL QTY (KG),AUX TANK FUEL QTY ( KG),TRUE AIRSPEED (derived),V2 SPEED,V1 SPEED,TOTAL AIR TEMP,MACH,IAS DISPLAY,CAPT GROUNDSPEED,COMPUTED AIRSPEED,PRES POSN LONG,PRES POSN LAT,WIND DIRECTION TRUE
8206,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8206.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8206.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8206.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8207,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8207.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8207.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8207.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8208,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8208.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8208.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8208.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8209,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8209.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8209.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8209.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8210,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8210.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8210.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8210.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8211,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,*0.00,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8211.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8211.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8211.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8212,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8212.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8212.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8212.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8213,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8213.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8213.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8213.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8214,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8214.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8214.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8214.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8215,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8215.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8215.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8215.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8216,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8216.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8216.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8216.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8217,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8217.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8217.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8217.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8218,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8218.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8218.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8218.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8219,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8219.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8219.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8219.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8220,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8220.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8220.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8220.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8221,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8221.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8221.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8221.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8222,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8222.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8222.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8222.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8223,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,*1742,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8223.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8223.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8223.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8224,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8224.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8224.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8224.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8225,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8225.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8225.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8225.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8226,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8226.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8226.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8226.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8227,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,*1742,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8227.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8227.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8227.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8228,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8228.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8228.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8228.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8229,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8229.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8229.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8229.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8230,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8230.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8230.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8230.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8231,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,*6967,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8231.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8231.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8231.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8232,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8232.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8232.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8232.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8233,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8233.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8233.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8233.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8234,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8234.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8234.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8234.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8235,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,*6967,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8235.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8235.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8235.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8236,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8236.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8236.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8236.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8237,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8237.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8237.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8237.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8238,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8238.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8238.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8238.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8239,0,0,6.4,21,359.9,,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8239.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8239.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8239.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8240,0,0,6.4,21,359.9,,,D 0.9,,0,0,2.25,,0,False (0),False (0),False (0),False (0),0.4,0,,5574,0,,,,,46.8,,,40,0.15,Display - IAS (1),0,45,,,
8240.25,0,0,6.4,21,353,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8240.5,0,0,6.4,21,346.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8240.75,0,0,6.4,21,339.3,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8241,0,0,6.4,21,277.3,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8241.25,0,0,6.4,21,277.3,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8241.5,0,0,6.4,21,277.3,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8241.75,0,0,6.4,21,277.3,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8242,0,0,6.4,21,277.3,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8242.25,0,0,6.4,21,277.3,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8242.5,0,0,6.4,21,277.3,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8242.75,0,0,6.4,21,277.3,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8243,0,0,6.4,21,277.3,,,0,,,,,,,False (0),False (0),False (0),False (0),0.4,0,,0,0,,,,,46.8,,,40.25,0.15,Display - IAS (1),0.5,45,E002 04.66,,
8243.25,0,0,6.4,21,-82.3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8243.5,0,0,6.4,21,-81.9,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
8243.75,0,0,6.4,21,-81.6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8244,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8244.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8244.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8244.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8245,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8245.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8245.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8245.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8246,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8246.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8246.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,*0.0,,,,,,,*0.0,,,,,,,,,,,,,,,,,
8246.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8247,0,0,6.4,21,359.9,*27869,,* 0.0,,,,,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*0.5,*45.0,*E002 04.66,,
8247.25,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8247.5,0,0,6.4,21,359.9,,,* 0.0,,,,,*0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8247.75,0,0,6.4,21,359.9,,,* 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8248,0,0,6.4,21,359.9,,,*D 0.9,,*0.0,*0.00,*2.25,,*0.0,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*5574,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.0,*45.0,,,
8248.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8248.5,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8248.75,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8249,0,0,6.4,21,359.9,,*0.00,*D 45.0,,,,,*0.0,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,,*0,*0,,,,,*46.8,,,*40.00,*0.150,*Display - IAS (1),*0.5,*45.0,,,
8249.25,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8249.5,0,0,6.4,21,359.9,,*100.50,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8249.75,0,0,6.4,21,359.9,,,*D 45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8250,0,0,6.4,21,359.9,,,*D 0.9,*0.00,,*2.38,*96.00,,,*False (0),*False (0),*False (0),*False (0),*0.4,*0,*0.0,*0,*5574,,,,,*46.8,,,*40.25,*0.150,*Display - IAS (1),*768.0,*45.0,,*N41 18.11,
8250.25,0,0,6.4,21,359.9,,,*D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
