Time (secs),[3d Latitude],[3d Longitude],[3d Altitude M],[3d Altitude Ft],[3d Heading],GROSS WEIGHT (KG),WIND SPEED,CAPT PITCH ATT,RIGHT ENG N2 TACHO,RIGHT ENG N1 TACHO,N1 #2 COMMAND INDICATED,N1 #1 COMMAND INDICATED,TE FLAP POSN - RIGHT,TE FLAP POSN - LEFT,FLAP 4 EXTEND,FLAP 3 EXTEND,FLAP 2 EXTEND,FLAP 1 EXTEND,FLAP HANDLE POSN,Flap Handle Selection,WIND DIRECTION TRUE,SELECTED FUEL FLOW #2 (KG),SELECTED FUEL FLOW #1 (KG),RIGHT MAIN FUEL QTY (KG),LEFT MAIN FUEL QTY (KG),CENTER MAIN FUEL QTY (KG),AUX TANK FUEL QTY ( KG),TRUE AIRSPEED (derived),V2 SPEED,V1 SPEED,TOTAL AIR TEMP,MACH,IAS DISPLAY,CAPT GROUNDSPEED,COMPUTED AIRSPEED,PRES POSN LONG,PRES POSN LAT,WIND DIRECTION TRUE
44.5,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,52.303928,4.765694,-1.2,-4,122.6,,0,D 0.7,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,784,784,,,,,47.8,,,55.5,0.15,Display - IAS (1),0,45,,,
45.25,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.5,52.303928,4.765694,-1.2,-4,122.6,,100,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,77,,34.63,35.75,,,True (1),True (1),True (1),True (1),41.8,5,0,762,885,,,,,47.8,,,56,0.15,Display - IAS (1),0,45,,N52 18.21,
46.25,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.5,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,5.1,,,,,,,122.3,,,,,,,,,,,,,,,,,
46.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,624,624,,,,,47.8,,,56.25,0.15,Display - IAS (1),0,45,E004 45.94,,
47.25,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.5,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
47.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,34.8,34.75,36,,5.1,True (1),True (1),True (1),True (1),41.8,5,,588,624,,,,,47.9,,,56.75,0.15,Display - IAS (1),0,45,,,
48.25,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.5,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,52.303928,4.765694,-1.2,-4,122.6,,0,D 0.7,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,595,631,,,,,47.9,,,57,0.15,Display - IAS (1),0,45,,,
49.25,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.5,52.303928,4.765694,-1.2,-4,122.6,,100,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,77.13,,35.25,36.13,,,True (1),True (1),True (1),True (1),41.8,5,0,602,624,,,,,47.9,,,57.25,0.15,Display - IAS (1),0,45,,N52 18.21,
50.25,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.5,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,5.1,,,,,,,122,,,,,,,,,,,,,,,,,
50.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,806,704,,,,,47.9,,,57.75,0.15,Display - IAS (1),0,45,E004 45.94,,
51.25,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
51.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,39,39.13,40.88,,5.1,True (1),True (1),True (1),True (1),41.8,5,,704,748,,,,,48,,,58.25,0.15,Display - IAS (1),0,45,,,
52.25,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.5,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,52.303928,4.765694,-1.2,-4,122.6,,0,D 0.7,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,653,668,,,,,48,,,58.5,0.15,Display - IAS (1),0,45,,,
53.25,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.5,52.303928,4.765694,-1.2,-4,122.6,,100,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,78.25,,38.5,40.13,,,True (1),True (1),True (1),True (1),41.8,5,0,653,704,,,,,48,,,58.5,0.15,Display - IAS (1),0,45,,N52 18.21,
54.25,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.5,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,5.1,,,,,,,122.3,,,,,,,,,,,,,,,,,
54.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,52.303928,4.765694,-1.2,-4,122.6,64574,,D 0.7,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,675,719,,,,,48,,,58.75,0.15,Display - IAS (1),0,45,E004 45.94,,
55.25,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.5,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
55.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,38.6,38.63,40.13,,5.1,True (1),True (1),True (1),True (1),41.8,5,,682,711,,,,,48,,,59,0.15,Display - IAS (1),0,45,,,
56.25,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.5,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,52.303928,4.765694,-1.2,-4,122.6,,0,D 0.7,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,813,711,,,,,48.1,,,59.25,0.15,Display - IAS (1),0,45,,,
57.25,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.5,52.303928,4.765694,-1.2,-4,122.6,,99.5,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,81,,45.63,46.13,,,True (1),True (1),True (1),True (1),41.8,5,0,893,994,,,,,48.1,,,59.75,0.15,Display - IAS (1),0.5,45,,N52 18.21,
58.25,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.5,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,5.1,,,,,,,122.3,,,,,,,,,,,,,,,,,
58.75,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,52.303928,4.765694,-1.2,-4,122.6,,,D 0.7,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,726,806,,,,,48.1,,,60.25,0.15,Display - IAS (1),1.5,45,E004 45.94,,
59.25,52.303928,4.765694,-1.2,-4,122.7,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.5,52.303928,4.765694,-1.2,-4,122.8,,,D 0.7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
59.75,52.303928,4.765694,-1.2,-4,122.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,52.303928,4.765694,-1.2,-4,123,,,D 0.7,,38.9,39.25,43,,5.1,True (1),True (1),True (1),True (1),41.8,5,,530,704,,,,,48.2,,,61,0.15,Display - IAS (1),2,45,,,
60.25,52.303928,4.765694,-1.2,-4,123.3,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.5,52.303928,4.765694,-1.2,-4,123.5,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.75,52.303928,4.765694,-1.2,-4,123.8,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,52.303928,4.765694,-1.2,-4,124,,0,D 0.7,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,595,631,,,,,48.2,,,61.75,0.15,Display - IAS (1),2.5,45,,,
61.25,52.303928,4.765694,-1.2,-4,124.7,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.5,52.303928,4.765694,-1.2,-4,125.3,,97,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.75,52.303925,4.765694,-1.2,-4,125.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,52.303921,4.765694,-1.2,-4,126.5,,,D 0.7,78.38,,37.88,40.5,,,True (1),True (1),True (1),True (1),41.8,5,0,704,777,,,,,48.3,,,62.75,0.15,Display - IAS (1),3,45,,N52 18.21,
62.25,52.303913,4.765694,-1.2,-4,127.3,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.5,52.303905,4.765694,-1.2,-4,128.1,,,D 0.7,,,,,,5.1,,,,,,,127.6,,,,,,,,,,,,,,,,,
62.75,52.303894,4.765696,-1.2,-4,128.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,52.303886,4.7657,-1.2,-4,129.7,,,D 0.7,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,675,740,,,,,48.5,,,65,0.15,Display - IAS (1),3.5,45,E004 45.94,,
63.25,52.303875,4.765707,-1.2,-4,130.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.5,52.303864,4.765715,-1.2,-4,131.6,,,D 0.7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
63.75,52.303852,4.765726,-1.2,-4,132.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,52.303841,4.765737,-1.2,-4,133.5,,,D 0.7,,38,38,40.75,,5.1,True (1),True (1),True (1),True (1),41.8,5,,646,711,,,,,48.6,,,67,0.15,Display - IAS (1),4,45,,,
64.25,52.303833,4.765748,-1.2,-4,134.8,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.5,52.303822,4.765758,-1.2,-4,136,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.75,52.30381,4.765769,-1.2,-4,137.2,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,52.303799,4.765779,-1.2,-4,138.5,,0,D 0.7,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,646,704,,,,,48.7,,,68.5,0.15,Display - IAS (1),4.5,45,,,
65.25,52.303787,4.76579,-1.2,-4,139.8,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.5,52.303776,4.765801,-1.2,-4,141.1,,95.5,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.75,52.303768,4.765812,-1.2,-4,142.4,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,52.303757,4.765822,-1.2,-4,143.7,,,D 0.7,78.75,,37.88,40.63,,,True (1),True (1),True (1),True (1),41.8,5,0,660,711,,,,,48.8,,,70.25,0.15,Display - IAS (1),5,45,,N52 18.20,
66.25,52.303745,4.765833,-1.2,-4,145,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.5,52.303734,4.765844,-1.2,-4,146.4,,,D 0.7,,,,,,5.1,,,,,,,146.3,,,,,,,,,,,,,,,,,
66.75,52.303722,4.765852,-1.2,-4,147.7,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,52.303715,4.765859,-1.2,-4,149,,,D 0.7,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,668,711,,,,,49,,,73,0.15,Display - IAS (1),5.5,45,E004 45.95,,
67.25,52.303703,4.765863,-1.2,-4,150.4,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.5,52.303692,4.765865,-1.2,-4,151.8,,,D 0.7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
67.75,52.30368,4.765865,-1.2,-4,153.2,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,52.303669,4.765865,-1.2,-4,154.6,,,D 0.7,,37.9,37.88,40.75,,5.1,True (1),True (1),True (1),True (1),41.8,5,,668,726,,,,,49.3,,,76,0.15,Display - IAS (1),6,45,,,
68.25,52.303658,4.765865,-1.2,-4,155.9,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.5,52.30365,4.765865,-1.2,-4,157.3,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.75,52.303638,4.765865,-1.2,-4,158.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,52.303627,4.765865,-1.2,-4,159.9,,0,D 0.9,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,660,711,,,,,49.4,,,78,0.15,Display - IAS (1),6.5,45,,,
69.25,52.303616,4.765865,-1.2,-4,161.1,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.5,52.303604,4.765865,-1.2,-4,162.4,,93,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.75,52.303596,4.765865,-1.2,-4,163.6,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,52.303585,4.765865,-1.2,-4,164.8,,,D 0.9,77.88,,37.5,40.75,,,True (1),True (1),True (1),True (1),41.8,5,0,631,682,,,,,49.6,,,80.75,0.15,Display - IAS (1),7.5,45,,N52 18.19,
70.25,52.303574,4.765865,-1.2,-4,166.1,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.5,52.303562,4.765865,-1.2,-4,167.3,,,D 0.9,,,,,,5.1,,,,,,,167.3,,,,,,,,,,,,,,,,,
70.75,52.303551,4.765863,-1.2,-4,168.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,52.303543,4.765859,-1.2,-4,169.7,,,D 0.9,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,443,501,,,,,49.8,,,83.75,0.15,Display - IAS (1),8,45,E004 45.95,,
71.25,52.303532,4.765852,-1.2,-4,170.9,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.5,52.30352,4.765844,-1.2,-4,172,,,D 1.1,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
71.75,52.303509,4.765833,-1.2,-4,173.2,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,52.303497,4.765822,-1.2,-4,174.3,,,D 1.1,,32.1,32.38,34.88,,5.1,True (1),True (1),True (1),True (1),41.8,5,,370,399,,,,,49.9,,,85.25,0.15,Display - IAS (1),8.5,45,,,
72.25,52.30349,4.765812,-1.2,-4,175.4,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.5,52.303478,4.765801,-1.2,-4,176.4,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.75,52.303467,4.76579,-1.2,-4,177.5,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,52.303455,4.765779,-1.2,-4,178.5,,0,D 1.2,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,334,370,,,,,49.9,,,86,0.15,Display - IAS (1),8.5,45,,,
73.25,52.303444,4.765769,-1.2,-4,179.4,,,D 1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.5,52.303432,4.765758,-1.2,-4,180.3,,91,D 1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.75,52.303425,4.765748,-1.2,-4,181.2,,,D 1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,52.303413,4.765737,-1.2,-4,182,,,D 1.6,70.38,,30.13,30.75,,,True (1),True (1),True (1),True (1),41.8,5,0,457,406,,,,,50,,,86.25,0.15,Display - IAS (1),9,45,,N52 18.17,
74.25,52.303402,4.765726,-1.2,-4,182.8,,,D 1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.5,52.303391,4.765715,-1.2,-4,183.6,,,D 1.6,,,,,,5.1,,,,,,,183.2,,,,,,,,,,,,,,,,,
74.75,52.303379,4.765705,-1.2,-4,184.4,,,D 1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,52.303371,4.765694,-1.2,-4,185.2,,,D 1.1,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,479,486,,,,,49.9,143,,85.25,0.15,Display - IAS (1),9.5,45,E004 45.94,,
75.25,52.30336,4.765683,-1.2,-4,186,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.5,52.303349,4.765672,-1.2,-4,186.8,,,D 0.9,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
75.75,52.303337,4.765662,-1.2,-4,187.6,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,52.303326,4.765651,-1.2,-4,188.4,,,D 0.4,,28.8,30.13,30.75,,5.1,True (1),True (1),True (1),True (1),41.8,5,,501,515,,,,,49.9,,,84.75,0.15,Display - IAS (1),10,45,,,
76.25,52.303314,4.76564,-1.2,-4,189.2,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.5,52.303307,4.765629,-1.2,-4,190,,,D 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.75,52.303295,4.765619,-1.2,-4,190.8,,,U 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,52.303284,4.765608,-1.2,-4,191.5,,0,U 0.4,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,530,544,,,,,49.9,,,85.25,0.15,Display - IAS (1),10,45,,,
77.25,52.303272,4.765597,-1.2,-4,192.4,,,U 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5,52.303261,4.765586,-1.2,-4,193.3,,89.5,U 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.75,52.303253,4.765576,-1.2,-4,194.2,,,U 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,52.303242,4.765565,-1.2,-4,195.1,,,0,73,,30.13,30.75,,,True (1),True (1),True (1),True (1),41.8,5,0,552,544,,,,,50,,,87.25,0.15,Display - IAS (1),10,45,,N52 18.16,
78.25,52.30323,4.765554,-1.2,-4,196,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.5,52.303219,4.765543,-1.2,-4,197,,,0,,,,,,5.1,,,,,,,196.5,,,,,,,,,,,,,,,,,
78.75,52.303207,4.765533,-1.2,-4,198,,,D 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,52.3032,4.765522,-1.2,-4,198.9,,,D 0.4,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,530,515,,,,,50.2,,,89.5,0.15,Display - IAS (1),10,45,E004 45.93,,
79.25,52.303188,4.765512,-1.2,-4,200,,,D 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.5,52.303177,4.765501,-1.2,-4,201,,,D 0.4,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
79.75,52.303165,4.76549,-1.2,-4,202.1,,,D 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,52.303154,4.765479,-1.2,-4,203.1,,,D 0.5,,30.1,30.13,31,,5.1,True (1),True (1),True (1),True (1),41.8,5,,508,486,,,,,50.3,,,91.5,0.15,Display - IAS (1),10,45,,,
80.25,52.303146,4.765469,-1.2,-4,204.2,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.5,52.303135,4.765458,-1.2,-4,205.3,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.75,52.303123,4.765447,-1.2,-4,206.3,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,52.303112,4.765436,-1.2,-4,207.4,,0,D 0.9,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,515,479,,,,,50.4,,,92.75,0.15,Display - IAS (1),10,45,,,
81.25,52.303101,4.765426,-1.2,-4,208.5,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.5,52.303089,4.765415,-1.2,-4,209.6,,89.5,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.75,52.303082,4.765404,-1.2,-4,210.8,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,52.303078,4.765393,-1.2,-4,211.9,,,D 1.1,73.63,,30.25,30.88,,,True (1),True (1),True (1),True (1),41.8,5,0,501,486,,,,,50.4,,,92.25,0.15,Display - IAS (1),10.5,45,,N52 18.15,
82.25,52.30307,4.765383,-1.2,-4,213.3,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.5,52.30307,4.765372,-1.2,-4,214.7,,,D 1.1,,,,,,5.1,,,,,,,214.5,,,,,,,,,,,,,,,,,
82.75,52.30307,4.765361,-1.2,-4,216.2,,,D 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,52.30307,4.76535,-1.2,-4,217.6,,,D 0.9,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,494,501,,,,,50.4,,120,92.5,0.15,Display - IAS (1),10.5,45,E004 45.92,,
83.25,52.30307,4.76534,-1.2,-4,218.9,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.5,52.30307,4.765329,-1.2,-4,220.2,,,D 0.9,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
83.75,52.30307,4.765318,-1.2,-4,221.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,52.30307,4.765307,-1.2,-4,222.8,,,D 0.9,,30.3,30.25,30.88,,5.1,True (1),True (1),True (1),True (1),41.8,5,,494,494,,,,,50.4,,,92.5,0.15,Display - IAS (1),11,45,,,
84.25,52.30307,4.765297,-1.2,-4,224.1,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.5,52.30307,4.765286,-1.2,-4,225.3,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.75,52.30307,4.765275,-1.2,-4,226.5,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,52.30307,4.765265,-1.2,-4,227.8,,0,D 0.9,,,,,5.3,,True (1),True (1),True (1),True (1),41.8,5,,479,486,,,,,50.4,,,92.75,0.15,Display - IAS (1),11,45,,,
85.25,52.30307,4.765254,-1.2,-4,228.7,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.5,52.30307,4.765243,-1.2,-4,229.7,,88.5,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.75,52.303066,4.765233,-1.2,-4,230.7,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,52.303062,4.765222,-1.2,-4,231.6,,,D 0.9,72.63,,30.13,30.75,,,True (1),True (1),True (1),True (1),41.8,5,0,472,486,,,,,50.5,,,94.5,0.15,Display - IAS (1),11.5,45,,N52 18.15,
86.25,52.303055,4.765211,-1.2,-4,232.3,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.5,52.303047,4.7652,-1.2,-4,233,,,D 0.9,,,,,,5.1,,,,,,,232.7,,,,,,,,,,,,,,,,,
86.75,52.303036,4.765187,-1.2,-4,233.7,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,52.303028,4.765172,-1.2,-4,234.4,,,D 0.9,,,,,,,True (1),True (1),True (1),True (1),41.8,5,,486,479,,,,,50.6,,,96,0.15,Display - IAS (1),11.5,45,E004 45.91,,
87.25,52.303017,4.765155,-1.2,-4,235,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.5,52.303005,4.765136,-1.2,-4,235.5,,,D 0.9,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
87.75,52.302994,4.765114,-1.2,-4,236,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,52.302982,4.765093,-1.2,-4,236.5,,,D 0.9,,30.3,30.25,30.88,,5.1,True (1),True (1),True (1),True (1),41.8,5,,479,464,,,,,50.7,,,96.75,0.15,Display - IAS (1),12,45,,,
88.25,52.302971,4.765071,-1.2,-4,236.9,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.5,52.302963,4.76505,-1.2,-4,237.2,,,D 0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.75,52.302952,4.765028,-1.2,-4,237.6,,,D 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
